seed,background_user_count,pdb_user_count,pdb_ms,pdb_packet_kb,case_label,background_packet_kb,background_period_ms,rho_bg,rho_pdb,target_rho_bg,target_rho_pdb,actual_rho_bg,actual_rho_pdb,prb_share_pdb,g_pdb_mbps,background_mapping_policy,pdb_mapping_policy,baseline_edge_pdb_satisfaction_rate,proposed_edge_pdb_satisfaction_rate,delta_pdb_satisfaction_rate,center_throughput_retention,delta_prb_utilization,delta_center_prb_share,delta_edge_prb_share
7,40,4,300,36.9,L11,2.0,138.5,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,40,8,300,18.4,L12,2.0,138.5,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,48,4,300,24.6,L13,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,48,8,300,12.3,L14,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,48,4,300,32.8,L15,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,48,8,300,16.4,L16,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,48,4,300,36.9,L17,2.0,166.2,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,48,8,300,18.4,L18,2.0,166.2,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,32,4,300,24.6,L01,2.0,110.8,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,32,8,300,12.3,L02,2.0,110.8,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,32,4,300,32.8,L03,2.0,110.8,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,32,8,300,16.4,L04,2.0,110.8,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,32,4,300,36.9,L05,2.0,110.8,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,32,8,300,18.4,L06,2.0,110.8,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,40,4,300,24.6,L07,2.0,138.5,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,40,8,300,12.3,L08,2.0,138.5,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,40,4,300,32.8,L09,2.0,138.5,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,40,8,300,16.4,L10,2.0,138.5,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,40,4,300,36.9,L11,2.0,138.5,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,40,8,300,18.4,L12,2.0,138.5,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,48,4,300,24.6,L13,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,48,8,300,12.3,L14,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,48,4,300,32.8,L15,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,48,8,300,16.4,L16,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,48,4,300,36.9,L17,2.0,166.2,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8,48,8,300,18.4,L18,2.0,166.2,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,32,4,300,24.6,L01,2.0,110.8,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,32,8,300,12.3,L02,2.0,110.8,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,32,4,300,32.8,L03,2.0,110.8,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,32,8,300,16.4,L04,2.0,110.8,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,32,4,300,36.9,L05,2.0,110.8,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,32,8,300,18.4,L06,2.0,110.8,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,40,4,300,24.6,L07,2.0,138.5,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,40,8,300,12.3,L08,2.0,138.5,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,40,4,300,32.8,L09,2.0,138.5,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,40,8,300,16.4,L10,2.0,138.5,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,40,4,300,36.9,L11,2.0,138.5,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,40,8,300,18.4,L12,2.0,138.5,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,48,4,300,24.6,L13,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,48,8,300,12.3,L14,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,48,4,300,32.8,L15,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,48,8,300,16.4,L16,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,48,4,300,36.9,L17,2.0,166.2,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9,48,8,300,18.4,L18,2.0,166.2,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,32,4,300,24.6,L01,2.0,110.8,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,32,8,300,12.3,L02,2.0,110.8,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,32,4,300,32.8,L03,2.0,110.8,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,32,8,300,16.4,L04,2.0,110.8,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,32,4,300,36.9,L05,2.0,110.8,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,32,8,300,18.4,L06,2.0,110.8,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,40,4,300,24.6,L07,2.0,138.5,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,40,8,300,12.3,L08,2.0,138.5,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,40,4,300,32.8,L09,2.0,138.5,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,40,8,300,16.4,L10,2.0,138.5,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,40,4,300,36.9,L11,2.0,138.5,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,40,8,300,18.4,L12,2.0,138.5,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,48,4,300,24.6,L13,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,48,8,300,12.3,L14,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,48,4,300,32.8,L15,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,48,8,300,16.4,L16,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,48,4,300,36.9,L17,2.0,166.2,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10,48,8,300,18.4,L18,2.0,166.2,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,32,4,300,24.6,L01,2.0,110.8,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,32,8,300,12.3,L02,2.0,110.8,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,32,4,300,32.8,L03,2.0,110.8,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,32,8,300,16.4,L04,2.0,110.8,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,32,4,300,36.9,L05,2.0,110.8,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,32,8,300,18.4,L06,2.0,110.8,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,40,4,300,24.6,L07,2.0,138.5,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,40,8,300,12.3,L08,2.0,138.5,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,40,4,300,32.8,L09,2.0,138.5,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,40,8,300,16.4,L10,2.0,138.5,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,40,4,300,36.9,L11,2.0,138.5,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,-1.430422092682515e-05,1.4304220926852906e-05
11,40,8,300,18.4,L12,2.0,138.5,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,48,4,300,24.6,L13,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,48,8,300,12.3,L14,2.0,166.2,0.06998241145174686,0.3002288329519451,0.07,0.3,0.06998241145174686,0.3002288329519451,0.8109662726088475,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,48,4,300,32.8,L15,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,48,8,300,16.4,L16,2.0,166.2,0.06998241145174686,0.4003051106025934,0.07,0.4,0.06998241145174686,0.4003051106025934,0.8511922852087481,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,48,4,300,36.9,L17,2.0,166.2,0.06998241145174686,0.4503432494279176,0.07,0.45,0.06998241145174686,0.4503432494279176,0.8655026712819922,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
11,48,8,300,18.4,L18,2.0,166.2,0.06998241145174686,0.4491228070175438,0.07,0.45,0.06998241145174686,0.4491228070175438,0.8651864613149003,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
