seed,background_user_count,pdb_user_count,pdb_ms,pdb_packet_kb,case_label,background_packet_kb,background_period_ms,rho_bg,rho_pdb,target_rho_bg,target_rho_pdb,actual_rho_bg,actual_rho_pdb,prb_share_pdb,g_pdb_mbps,background_mapping_policy,pdb_mapping_policy,baseline_edge_pdb_satisfaction_rate,proposed_edge_pdb_satisfaction_rate,delta_pdb_satisfaction_rate,center_throughput_retention,delta_prb_utilization,delta_center_prb_share,delta_edge_prb_share
7,32,4,300,24.6,L01,2.0,64.6,0.12003175214943579,0.3002288329519451,0.12,0.3,0.12003175214943579,0.3002288329519451,0.7143873196662491,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,32,8,300,12.3,L02,2.0,64.6,0.12003175214943579,0.3002288329519451,0.12,0.3,0.12003175214943579,0.3002288329519451,0.7143873196662491,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,32,4,300,32.8,L03,2.0,64.6,0.12003175214943579,0.4003051106025934,0.12,0.4,0.12003175214943579,0.4003051106025934,0.7693191454578188,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,32,8,300,16.4,L04,2.0,64.6,0.12003175214943579,0.4003051106025934,0.12,0.4,0.12003175214943579,0.4003051106025934,0.7693191454578188,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,32,4,300,36.9,L05,2.0,64.6,0.12003175214943579,0.4503432494279176,0.12,0.45,0.12003175214943579,0.4503432494279176,0.7895564289853307,0.984,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,32,8,300,18.4,L06,2.0,64.6,0.12003175214943579,0.4491228070175438,0.12,0.45,0.12003175214943579,0.4491228070175438,0.7891051732501002,0.49066666666666664,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,40,4,300,24.6,L07,2.0,80.8,0.11995747507508588,0.3002288329519451,0.12,0.3,0.11995747507508588,0.3002288329519451,0.714513603172027,0.656,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,40,8,300,12.3,L08,2.0,80.8,0.11995747507508588,0.3002288329519451,0.12,0.3,0.11995747507508588,0.3002288329519451,0.714513603172027,0.328,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,40,4,300,32.8,L09,2.0,80.8,0.11995747507508588,0.4003051106025934,0.12,0.4,0.11995747507508588,0.4003051106025934,0.7694289799470537,0.8746666666666666,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7,40,8,300,16.4,L10,2.0,80.8,0.11995747507508588,0.4003051106025934,0.12,0.4,0.11995747507508588,0.4003051106025934,0.7694289799470537,0.4373333333333333,candidate_domain_solve_period,candidate_domain_solve_packet,1.0,1.0,0.0,1.0,0.0,0.0,0.0
